rank,coin_id,symbol,name,market_cap,market_cap_rank,current_price,total_volume,composite_score,pct_dilution,pct_liquidity,pct_momentum_200d,pct_momentum_30d,pct_size_tilt,pct_trend_health,pct_volatility,raw_dilution,raw_liquidity,raw_momentum_200d,raw_momentum_30d,raw_size_tilt,raw_trend_health,raw_volatility
16,bittensor,TAO,Bittensor,2217234413,44,231.02,212669978,51.45237098,0.275862069,0.8205128205,0.6842105263,0.3076923077,0.5384615385,0.5897435897,0.4871794872,0.457023381,0.09591677666,0.301,0.14,2217234413,0.304936642,0.6760414289
17,chainlink,LINK,Chainlink,8499931044,17,11.36,348809096,51.32916841,0.5517241379,0.358974359,0.6052631579,0.641025641,0.2307692308,0.5384615385,0.5384615385,0.7480999704,0.04103669714,0.22,0.295,8499931044,0.2155597723,0.6578716321
18,morpho,MORPHO,Morpho,1590780094,52,2.31,21369497,49.06766253,0.5172413793,0.1025641026,0.7368421053,0.4871794872,0.7179487179,0.7948717949,0.2564102564,0.6889349213,0.01343334448,0.398,0.176,1590780094,0.5539568345,0.853646411
19,sky,SKY,Sky,1385225763,59,0.059134,14605739,48.82044302,0.9310344828,0.02564102564,0.2894736842,0.2051282051,0.8717948718,0.8461538462,0.5897435897,0.9984088807,0.0105439412,-0.069,0.101,1385225763,0.5881931666,0.6185815665
20,solana,SOL,Solana,58195150701,7,99.22,3023018886,48.19163293,0,0.4358974359,0.6315789474,0.6666666667,0.07692307692,0.6153846154,0.7948717949,,0.05194623348,0.239,0.297,5.81951507e+10,0.3382769084,0.5183868438
21,mantle,MNT,Mantle,1902388699,45,0.576081,27128957,48.13462702,0.3448275862,0.1538461538,0.3684210526,0.7179487179,0.5641025641,0.5128205128,0.6666666667,0.5309738178,0.01426047002,-0.021,0.34,1902388699,0.2014269231,0.5905820303
22,ethereum,ETH,Ethereum,299941567871,2,2457.76,1.622260473e+10,47.68893387,0,0.4871794872,0.6578947368,0.5897435897,0.02564102564,0.7692307692,0.7179487179,,0.0540858836,0.284,0.288,2.999415679e+11,0.4969136988,0.5696257308
23,monero,XMR,Monero,9628680103,15,512.08,101495062,47.10863698,0,0,0.8157894737,0.6153846154,0.2051282051,0.8974358974,0.7692307692,,0.01054091121,0.622,0.291,9628680103,0.6419214521,0.5231638341
24,aster-2,ASTER,Aster,1852948808,48,0.685244,124942780,46.17490344,0.1379310345,0.6153846154,0.3421052632,0.2820512821,0.6153846154,0.5641025641,0.8205128205,0.3380088833,0.06742915911,-0.022,0.133,1852948808,0.28433361,0.4632452339
25,ethereum-classic,ETC,Ethereum Classic,1177653616,69,7.45,51165987,45.17636931,0.5862068966,0.3846153846,0.2631578947,0.4615384615,0.9743589744,0.07692307692,0.4615384615,0.7505481305,0.04344739939,-0.119,0.172,1177653616,0.04458674966,0.7033163831
26,ripple,XRP,XRP,83377108325,5,1.33,2125204258,44.40969799,0.4482758621,0.2820512821,0.3157894737,0.6923076923,0.05128205128,0.6666666667,0.5128205128,0.6287920985,0.02548906169,-0.06,0.302,8.337710832e+10,0.3643835616,0.6680834671
27,avalanche-2,AVAX,Avalanche,3243968862,30,7.33,228368050,43.59113965,0.3793103448,0.6666666667,0.2105263158,0.4358974359,0.3846153846,0.1025641026,0.7435897436,0.6145697307,0.07039773183,-0.158,0.171,3243968862,0.05056567329,0.5518424407
28,worldcoin-wld,WLD,Worldcoin,1435569965,57,0.394137,125829774,42.89659826,0.1724137931,0.7692307692,0.4736842105,0.5128205128,0.8205128205,0.05128205128,0.1794871795,0.3642313485,0.08765143955,0.028,0.186,1435569965,0.03357214651,0.932348933
29,internet-computer,ICP,Internet Computer,1515084103,53,2.72,43044301,41.24831309,0,0.3076923077,0.5789473684,0.5641025641,0.7435897436,0,0.6153846154,,0.0284105027,0.218,0.223,1515084103,0.00388210947,0.6024525529
30,ondo-finance,ONDO,Ondo,1684007859,50,0.34584,93858684,40.18486202,0.3103448276,0.5128205128,0.7105263158,0.07692307692,0.6666666667,0.4358974359,0.3076923077,0.4869330647,0.05573530046,0.343,0.033,1684007859,0.1616074766,0.818650973
31,hedera-hashgraph,HBAR,Hedera,3238128217,31,0.073877,53637418,39.86679231,0.724137931,0.1794871795,0.07894736842,0.2307692308,0.4102564103,0.3333333333,0.8717948718,0.8766311935,0.01656432803,-0.243,0.109,3238128217,0.1297843223,0.4428478572
32,bitway,BTW,Bitway,1360374725,62,0.502328,15215149,39.75243148,0.06896551724,0.05128205128,0,0.9743589744,0.9230769231,0.9230769231,0,0.270814228,0.01118452785,,1.091,1360374725,0.6740133561,1.990021293
33,sui,SUI,Sui,2928838260,34,0.714955,442810204,38.14393411,0.2068965517,0.9487179487,0.1052631579,0.1025641026,0.4871794872,0.3846153846,0.5641025641,0.4096537147,0.1511897089,-0.232,0.042,2928838260,0.1336364486,0.654760543
34,tron,TRX,TRON,31887229811,8,0.335853,358102671,35.98178138,0,0.07692307692,0.5526315789,0.05128205128,0.1025641026,0.9487179487,1,,0.01123028476,0.171,0,3.188722981e+10,0.7787209475,0.174993963
35,bitcoin-cash,BCH,Bitcoin Cash,4499469540,23,223.99,311752174,34.72590628,0.8620689655,0.641025641,0,0.1282051282,0.3076923077,0.1538461538,0.3333333333,0.9565528225,0.06928642837,-0.585,0.052,4499469540,0.05916551764,0.7791431624
36,world-liberty-financial,WLFI,World Liberty Financial,1666194929,51,0.052434,80670458,33.8695379,0.1034482759,0.4102564103,0.02631578947,0.02564102564,0.6923076923,0.4102564103,0.9487179487,0.3177720415,0.04841597858,-0.553,-0.049,1666194929,0.1582502354,0.360195881
37,cardano,ADA,Cardano,7577035549,19,0.201998,430485254,33.69840383,0.6896551724,0.5384615385,0.05263157895,0.1794871795,0.2564102564,0.1794871795,0.4358974359,0.8335662765,0.05681446935,-0.307,0.084,7577035549,0.06537152104,0.7178196633
38,stellar,XLM,Stellar,6058112399,20,0.174026,136282963,32.5,0,0.2564102564,0.5,0.1538461538,0.2820512821,0.4871794872,0.6923076923,,0.02249594495,0.115,0.083,6058112399,0.1987589699,0.5761060731
39,dogecoin,DOGE,Dogecoin,12979466987,12,0.083271,686047234,31.88596491,0,0.4615384615,0.2368421053,0.3846153846,0.1794871795,0.2307692308,0.641025641,,0.05285634878,-0.141,0.164,1.297946699e+10,0.1138238165,0.5990393362
40,shiba-inu,SHIB,Shiba Inu,2966048834,33,5.03e-06,66352034,20.69163293,0,0.2307692308,0.1315789474,0.2564102564,0.4615384615,0.1282051282,0.2820512821,,0.022370513,-0.229,0.125,2966048834,0.05837975859,0.827037916
