rank,coin_id,symbol,name,market_cap,market_cap_rank,current_price,total_volume,composite_score,pct_dilution,pct_liquidity,pct_momentum_200d,pct_momentum_30d,pct_size_tilt,pct_trend_health,pct_volatility,raw_dilution,raw_liquidity,raw_momentum_200d,raw_momentum_30d,raw_size_tilt,raw_trend_health,raw_volatility
11,litecoin,LTC,Litecoin,4301516127,24,55.44,473811731,54.625,0.8333333333,0.775,0.4,0.25,0.4,0.35,0.8,0.9236225962,0.1101499371,0.037,0.203,4301516127,0.1351338176,0.454136666
12,polkadot,DOT,Polkadot,1815426888,49,1.067,369482474,54,0.7,0.9,0.175,0.575,0.7,0.025,0.575,0.8103670609,0.2035237422,-0.181,0.317,1815426888,0.01940705711,0.5827794522
13,worldcoin-wld,WLD,Worldcoin,1738389213,51,0.472727,443469501,54,0.1666666667,0.975,0.6,0.825,0.75,0.05,0.225,0.3677284966,0.2551036889,0.267,0.532,1738389213,0.04026635434,0.8457306699
14,aster-2,ASTER,Aster,2078314749,44,0.768528,207367347,53.75,0.1333333333,0.7,0.425,0.525,0.6,0.6,0.825,0.3380088833,0.09977668065,0.092,0.279,2078314749,0.3188912863,0.4507062031
15,pepe,PEPE,Pepe,1520141069,57,3.61e-06,202995626,53.375,0.9833333333,0.825,0.225,0.45,0.875,0.325,0.125,1,0.1335373605,-0.144,0.258,1520141069,0.1287905815,0.9267263999
16,near,NEAR,NEAR Protocol,3010902372,33,2.31,301700272,52.875,0,0.725,0.925,0.725,0.525,0.275,0.375,,0.1002026086,1.27,0.419,3010902372,0.1130136986,0.7354326255
17,htx-dao,HTX,HTX DAO,1515550124,58,1.69e-06,39091441,52.625,0.8,0.3,0.35,0,0.9,0.725,0.975,0.8982417111,0.02579356524,-0.015,-0.063,1515550124,0.4506666667,0.2260847927
18,internet-computer,ICP,Internet Computer,1711880009,52,3.08,120051792,50.625,0,0.6,0.65,0.7,0.775,0,0.675,,0.07012862547,0.301,0.413,1711880009,0.004395918076,0.5621901033
19,morpho,MORPHO,Morpho,1649922649,54,2.39,33757471,50.5,0.5666666667,0.2,0.775,0.4,0.825,0.85,0.175,0.6887775271,0.02046003249,0.554,0.247,1649922649,0.5731414868,0.8766884817
20,bitcoin,BTC,Bitcoin,1574011640565,1,78381,2.79857395e+10,50.375,0.8666666667,0.175,0.45,0.275,0,0.9,0.9,0.956253381,0.0177798809,0.155,0.21,1.574011641e+12,0.6216767132,0.3864758084
21,whitebit,WBT,WhiteBIT Coin,9250891226,16,78.43,94589743,50.125,0.06666666667,0,0.8,0.675,0.275,1,0.725,0.2948900475,0.010224933,0.581,0.4,9250891226,0.9980911173,0.5285334171
22,monero,XMR,Monero,9853811527,13,523.96,118407389,49.625,0,0.075,0.825,0.65,0.225,0.925,0.775,,0.01201640489,0.584,0.377,9853811527,0.6568137089,0.5015982164
23,bittensor,TAO,Bittensor,2428100147,41,253.01,202832059,48,0.2666666667,0.65,0.675,0.3,0.55,0.625,0.425,0.457023381,0.08353529374,0.411,0.228,2428100147,0.3339625132,0.6829303383
24,binancecoin,BNB,BNB,100507907734,4,754.76,1084107910,47.5,0.4666666667,0.05,0.55,0.425,0.05,0.825,0.95,0.6658077269,0.01078629468,0.233,0.252,1.005079077e+11,0.5509237294,0.3392360944
25,solana,SOL,Solana,60372187090,7,103,2886977378,45.875,0,0.45,0.525,0.625,0.1,0.65,0.75,,0.04781965864,0.23,0.35,6.037218709e+10,0.3511642972,0.5123381374
26,ethereum-classic,ETC,Ethereum Classic,1297397489,65,8.21,65031262,44.75,0.6333333333,0.475,0.1,0.475,0.925,0.075,0.475,0.7503521778,0.0501243933,-0.201,0.264,1297397489,0.0491351966,0.6483742023
27,avalanche-2,AVAX,Avalanche,3473686595,29,8.05,400774009,44.75,0.3666666667,0.8,0.25,0.375,0.45,0.1,0.7,0.5996832794,0.1153742567,-0.133,0.242,3473686595,0.05553256071,0.5546083091
28,mantle,MNT,Mantle,2040776000,45,0.617853,33493671,44,0.3333333333,0.125,0.05,0.775,0.625,0.525,0.625,0.5309738178,0.0164122231,-0.407,0.454,2040776000,0.2160325175,0.569759415
29,ethereum,ETH,Ethereum,302196140899,2,2476.41,1.080791511e+10,41.875,0,0.35,0.575,0.55,0.025,0.775,0.6,,0.03576457024,0.262,0.291,3.021961409e+11,0.5006843845,0.5705622747
30,ondo-finance,ONDO,Ondo,1831996633,48,0.376187,131010712,41.5,0.3,0.625,0.7,0.075,0.675,0.475,0.275,0.4869330647,0.07151252881,0.416,0.083,1831996633,0.1757883178,0.8132479737
31,ripple,XRP,XRP,87179530967,5,1.39,1899153875,41.25,0.4333333333,0.225,0.325,0.6,0.075,0.7,0.45,0.6274450485,0.02178440115,-0.029,0.341,8.717953097e+10,0.3808219178,0.6639426468
32,hedera-hashgraph,HBAR,Hedera,3508506307,28,0.080047,90336876,40.75,0.7666666667,0.275,0.125,0.125,0.425,0.375,0.85,0.8766311941,0.02574795884,-0.195,0.152,3508506307,0.1406235452,0.4309986061
33,sui,SUI,Sui,3351741652,30,0.818081,734092352,40.625,0.2333333333,0.925,0.2,0.2,0.475,0.4,0.5,0.4096537147,0.2190181787,-0.165,0.183,3351741652,0.1529123364,0.646846556
34,dogecoin,DOGE,Dogecoin,13909315807,11,0.089262,833395432,35.625,0,0.55,0.275,0.5,0.2,0.3,0.55,,0.05991634985,-0.102,0.274,1.390931581e+10,0.1220129638,0.5889401056
35,polygon-ecosystem-token,POL,POL (ex-MATIC),1026366922,71,0.09583,45808859,34.5,0,0.425,0.3,0.325,1,0.225,0.325,,0.04463204924,-0.091,0.235,1026366922,0.07428682171,0.753152406
36,tron,TRX,TRON,32113911130,8,0.33826,341274314,34.125,0,0.025,0.5,0.025,0.125,0.95,1,,0.01062699316,0.193,0.027,3.211391113e+10,0.784301905,0.174936895
37,stellar,XLM,Stellar,6611207713,19,0.18991,223223342,33.5,0,0.325,0.475,0.15,0.325,0.55,0.65,,0.03376438189,0.18,0.164,6611207713,0.2169004401,0.568165005
38,bitcoin-cash,BCH,Bitcoin Cash,5139883481,20,255.9,216968396,33.125,0.9,0.375,0,0.225,0.35,0.15,0.3,0.9564888344,0.04221270712,-0.542,0.19,5139883481,0.06759433888,0.7799557321
39,cardano,ADA,Cardano,8152809164,18,0.217357,417240449,32.375,0.7333333333,0.5,0.075,0.1,0.3,0.175,0.4,0.8335662765,0.05117750712,-0.254,0.095,8152809164,0.0703420712,0.7101937767
40,world-liberty-financial,WLFI,World Liberty Financial,1777427988,50,0.055937,27100859,30,0.1,0.1,0.025,0.05,0.725,0.45,0.925,0.3177710687,0.01524723318,-0.521,0.08,1777427988,0.1688225849,0.3592827329
41,shiba-inu,SHIB,Shiba Inu,3198098170,32,5.43e-06,70398410,19.5,0,0.25,0.15,0.175,0.5,0.125,0.25,,0.02201258569,-0.183,0.175,3198098170,0.06302228412,0.8251021058
