rank,coin_id,symbol,name,market_cap,market_cap_rank,current_price,total_volume,composite_score,pct_dilution,pct_liquidity,pct_momentum_200d,pct_momentum_30d,pct_size_tilt,pct_trend_health,pct_volatility,raw_dilution,raw_liquidity,raw_momentum_200d,raw_momentum_30d,raw_size_tilt,raw_trend_health,raw_volatility
63,bonk,BONK,Bonk,279039016,145,3.17e-06,104105979,49.86698267,0.9,0.9496402878,0.06153846154,0.4166666667,0.6115107914,0.3381294964,0.2246376812,0.9999914878,0.3730875363,-0.493,0.24,279039016,0.05442060086,0.9969337883
64,morpho,MORPHO,Morpho,1755568167,51,2.55,38788306,49.86245759,0.44,0.1582733813,0.8615384615,0.6086956522,0.2014388489,0.8776978417,0.3333333333,0.6887107686,0.02209444596,0.748,0.346,1755568167,0.6115107914,0.8703294569
65,societe-generale-forge-eurcv,EURCV,EUR CoinVertible,187472719,182,1.16,18526166,49.79051274,0,0.5323741007,0.5153846154,0.0652173913,0.7913669065,0.9856115108,1,,0.09882059693,-0.014,0.006,187472719,0.9508196721,0.04570910787
66,render-token,RENDER,Render,803128544,85,1.55,62046323,49.66140412,0.53,0.4676258993,0.5538461538,0.2536231884,0.345323741,0.4820143885,0.8695652174,0.8052402822,0.07725578111,0.027,0.157,803128544,0.1145602365,0.497341958
67,worldcoin-wld,WLD,Worldcoin,1626881629,54,0.447516,332586412,49.48701146,0.19,0.8489208633,0.6538461538,0.6811594203,0.2230215827,0.2589928058,0.3768115942,0.3636503407,0.2044318444,0.205,0.448,1626881629,0.03811890971,0.8358610211
68,solana,SOL,Solana,61730421548,7,105.3,3438314858,49.24178918,0,0.3956834532,0.7,0.6304347826,0.02877697842,0.7410071942,0.8333333333,,0.05569887216,0.283,0.397,6.173042155e+10,0.35900583,0.5175604975
69,monero,XMR,Monero,10049708813,13,534.77,126700100,48.4883665,0,0.02877697842,0.8461538462,0.652173913,0.05755395683,0.9136690647,0.8405797101,,0.01260734041,0.667,0.419,1.004970881e+10,0.6703646597,0.5117280383
70,binancecoin,BNB,BNB,99251679536,4,745.29,1055077619,47.97800462,0.39,0,0.6846153846,0.4456521739,0.01438848921,0.8345323741,0.9637681159,0.6658087697,0.01063032509,0.229,0.252,9.925167954e+10,0.5440112702,0.3379581174
71,build-on,B,BUILDon,180248758,188,0.180288,7490598,47.35041626,0.96,0.3165467626,0.5346153846,0.2391304348,0.8057553957,0.6690647482,0.04347826087,1,0.04155700202,0.008,0.146,180248758,0.236415994,2.630671879
72,zebec-network,ZBCN,Zebec Network,187352814,183,0.00187331,7931250,46.86330574,0.89,0.3309352518,0.3307692308,0.1086956522,0.7985611511,0.690647482,0.4347826087,0.999987741,0.04233323125,-0.2,0.07,187352814,0.267515969,0.8005125698
73,quant-network,QNT,Quant,959738520,76,65.95,15036289,46.79894412,0.85,0.08633093525,0.4461538462,0.1884057971,0.2949640288,0.5539568345,0.9202898551,0.9953247652,0.01566706836,-0.068,0.108,959738520,0.1542978803,0.4249324573
74,optimism,OP,Optimism,253576302,152,0.110822,81098616,46.78085184,0.31,0.9352517986,0.3,0.3985507246,0.6402877698,0.1510791367,0.5144927536,0.5327153092,0.3198193812,-0.229,0.234,253576302,0.02289710744,0.7356660838
75,vechain,VET,VeChain,610704477,95,0.00709938,9024804,45.0792598,0.83,0.05755395683,0.1615384615,0.7536231884,0.3884892086,0.1798561151,0.5724637681,0.9916091433,0.01477769419,-0.304,0.509,610704477,0.02526550672,0.6826640697
76,layerzero,ZRO,LayerZero,415465566,118,1.18,48895055,44.53352181,0.18,0.6115107914,0.3153846154,0.6739130435,0.4892086331,0.5755395683,0.2536231884,0.3533133259,0.1176873825,-0.209,0.43,415465566,0.1579651941,0.9423867035
77,sun-token,SUN,Sun Token,323851311,133,0.01684713,12173908,44.50711524,0.77,0.2877697842,0.4846153846,0.03623188406,0.5683453237,0.007194244604,0.9927536232,0.9659033608,0.03759104128,-0.025,-0.061,323851311,0.0002535309255,0.2217532252
78,ethereum,ETH,Ethereum,304278609277,2,2493.57,1.128603049e+10,44.4981072,0,0.2805755396,0.6923076923,0.5398550725,0.007194244604,0.8057553957,0.731884058,,0.03709110713,0.27,0.296,3.042786093e+11,0.5041538197,0.5729399778
79,bitcoin-cash-sv,BSV,Bitcoin SV,339876254,126,16.93,5331119,44.4798886,0.71,0.09352517986,0.5230769231,0.347826087,0.5467625899,0.2374100719,0.652173913,0.9562040179,0.01568547063,-0.002,0.2,339876254,0.03456865748,0.6249033262
80,syrup,SYRUP,Maple Finance,257645132,149,0.220752,8806656,44.26503613,0,0.2446043165,0.4230769231,0.6884057971,0.6258992806,0.726618705,0.4637681159,,0.03418134056,-0.087,0.456,257645132,0.3379396812,0.782863007
81,ripple,XRP,XRP,88175720086,5,1.41,1847005738,44.09460953,0.36,0.1438848921,0.5,0.6014492754,0.02158273381,0.7769784173,0.6014492754,0.6274450485,0.02094687445,-0.018,0.345,8.817572009e+10,0.3863013699,0.6665842088
82,immutable-x,IMX,Immutable,118736129,243,0.13511,16888990,44.00061195,0.24,0.6978417266,0.1384615385,0.3550724638,0.9712230216,0.1151079137,0.6594202899,0.4397360246,0.1422396885,-0.358,0.203,118736129,0.01419222689,0.6209879932
83,collector-crypt,CARDS,Collector Crypt,141601814,220,0.152294,7857977,43.96212956,0.26,0.3884892086,0.9692307692,0.07971014493,0.9064748201,0.7841726619,0.07971014493,0.4661198223,0.05549347694,2.483,0.03,141601814,0.3992575562,1.764728342
84,internet-computer,ICP,Internet Computer,1618432055,55,2.91,132424733,43.79962786,0,0.4964028777,0.6615384615,0.615942029,0.2302158273,0.02877697842,0.768115942,,0.08182285601,0.21,0.377,1618432055,0.004153286234,0.5601913497
85,sui,SUI,Sui,3398052685,30,0.83005,673730674,43.22825405,0.22,0.8201438849,0.3692307692,0.2862318841,0.1223021583,0.5683453237,0.6304347826,0.4096537147,0.1982696375,-0.148,0.167,3398052685,0.1551495327,0.6483977287
86,htx-dao,HTX,HTX DAO,1514927684,58,1.69e-06,20878310,43.1478297,0.63,0.04316546763,0.4692307692,0.04347826087,0.2446043165,0.7913669065,0.9855072464,0.8982417111,0.01378172055,-0.034,-0.06,1514927684,0.4506666667,0.2261684761
87,polkadot,DOT,Polkadot,1691175803,53,0.993896,194615536,42.81525749,0.55,0.5899280576,0.2692307692,0.3405797101,0.2158273381,0.1294964029,0.7608695652,0.8103069602,0.115077058,-0.244,0.196,1691175803,0.01807740997,0.5650157537
88,aerodrome-finance,AERO,Aerodrome Finance,533452930,105,0.540565,29493553,42.72386773,0,0.381294964,0.7307692308,0.4057971014,0.4460431655,0.6618705036,0.4565217391,,0.05528801388,0.326,0.237,533452930,0.2330021552,0.7854968555
89,the-sandbox,SAND,The Sandbox,118183008,245,0.04022678,15376452,42.70371342,0.78,0.6690647482,0.03076923077,0.05072463768,0.9784172662,0.03597122302,0.6231884058,0.9792132341,0.1301071301,-0.615,-0.033,118183008,0.004788902381,0.6537120749
90,avalanche-2,AVAX,Avalanche,3405980890,29,7.89,301165482,42.46038995,0.34,0.5107913669,0.4,0.3623188406,0.1151079137,0.345323741,0.7898550725,0.5996832794,0.08842254015,-0.119,0.204,3405980890,0.05442880795,0.554039891
91,axie-infinity,AXS,Axie Infinity,168538278,195,0.966234,21369578,42.08246232,0.37,0.654676259,0.2923076923,0.1231884058,0.8273381295,0.05035971223,0.7391304348,0.6460236259,0.1267936178,-0.23,0.074,168538278,0.005859514857,0.5706819258
92,mantle,MNT,Mantle,2100976100,45,0.636263,39213792,41.95723154,0.3,0.1079136691,0.1153846154,0.7391304348,0.1654676259,0.6474820144,0.7463768116,0.5309738178,0.01866455882,-0.39,0.482,2100976100,0.2224695804,0.5658030496
93,hedera-hashgraph,HBAR,Hedera,3568909846,28,0.081417,55263631,41.49661862,0.62,0.07194244604,0.3384615385,0.2971014493,0.1079136691,0.5323741007,0.9130434783,0.8766311941,0.01548473718,-0.179,0.177,3568909846,0.1430303094,0.4341667641
94,ethereum-name-service,ENS,Ethereum Name Service,257428132,150,6.12,19761011,41.32462204,0.23,0.4532374101,0.2,0.6449275362,0.6330935252,0.4172661871,0.3115942029,0.4207517673,0.07676321483,-0.286,0.402,257428132,0.07338129496,0.8864164136
95,apenft,NFT,AINFT,238057548,159,2.40624e-07,6040854,41.12600715,0.81,0.1798561151,0.1692307692,0.007246376812,0.6762589928,0.2158273381,0.9782608696,0.9901154941,0.02537560372,-0.301,-0.132,238057548,0.03195537849,0.2448707463
96,plasma,XPL,Plasma,251686196,155,0.090584,52897901,41.07331392,0,0.8633093525,0.5076923077,0.3260869565,0.654676259,0.3309352518,0.2753623188,,0.2101740256,-0.016,0.189,251686196,0.05391904762,0.9204745236
97,celestia,TIA,Celestia,415643864,117,0.430362,113842522,40.9962144,0,0.8992805755,0.1846153846,0.5253623188,0.4820143885,0.1366906475,0.5362318841,,0.2738943886,-0.294,0.289,415643864,0.02064086331,0.7177624364
98,sonic-3,S,Sonic,116689600,249,0.03003155,17916629,40.73897404,0,0.7338129496,0,0.5652173913,1,0.2014388489,0.4275362319,,0.153540924,-0.836,0.313,116689600,0.02918517979,0.8119449423
99,official-trump,TRUMP,Official Trump,623252520,93,2.28,186567783,40.69274039,0.11,0.9208633094,0.1461538462,0.768115942,0.3741007194,0.2086330935,0.1231884058,0.2731371203,0.299345413,-0.35,0.525,623252520,0.03104997957,1.19182261
100,jito-governance-token,JTO,Jito,232795560,162,0.44877,51753987,40.6428222,0,0.8705035971,0.8153846154,0.02898550725,0.6834532374,0.4244604317,0.2463768116,,0.2223151808,0.512,-0.085,232795560,0.07467054908,0.9448915566
101,the-graph,GRT,The Graph,210963113,172,0.01927439,31382859,40.24214007,0,0.7194244604,0.08076923077,0.5724637681,0.7410071942,0.05755395683,0.5869565217,,0.1487599351,-0.478,0.323,210963113,0.006786757042,0.6696102824
102,elrond-erd-2,EGLD,MultiversX,141140921,221,4.59,7511838,40.17137862,0,0.3669064748,0.2846153846,0.8405797101,0.9136690647,0.08633093525,0.2391304348,,0.05322225437,-0.232,0.709,141140921,0.008412139872,0.9548537498
103,decentraland,MANA,Decentraland,148579869,212,0.075876,20729174,40.15280351,0,0.690647482,0.1769230769,0.2210144928,0.8705035971,0.1079136691,0.8623188406,,0.1395153606,-0.296,0.131,148579869,0.01297025641,0.5026568356
104,backpack,BP,Backpack,136694159,226,0.546766,10843530,39.88510583,0.07,0.4748201439,0,0.5398550725,0.928057554,0.9352517986,0.152173913,0.25,0.07932694476,,0.296,136694159,0.6963672789,1.070624533
105,ondo-finance,ONDO,Ondo,1891207984,48,0.388299,140768407,39.79956049,0.28,0.4388489209,0.7692307692,0.1594202899,0.1798561151,0.618705036,0.4202898551,0.4869330647,0.0744330651,0.452,0.087,1891207984,0.1814481308,0.8131186593
106,blockstack,STX,Stacks,520254619,108,0.27903,15426664,39.11297851,0,0.2158273381,0.4538461538,0.9130434783,0.4532374101,0.4100719424,0.1449275362,,0.02965214231,-0.066,1.084,520254619,0.07228756477,1.079665678
107,starknet,STRK,Starknet,222948884,166,0.0310255,27459258,38.94441183,0.48,0.6330935252,0.1076923077,0.3695652174,0.7050359712,0.06474820144,0.3695652174,0.7181521515,0.1231639177,-0.402,0.212,222948884,0.007035260771,0.8509218085
108,edgex,EDGE,edgeX,196870037,179,0.562089,9556755,38.8879731,0.17,0.345323741,0,0.7173913043,0.7697841727,0.7482014388,0.1086956522,0.35,0.04854347135,,0.478,196870037,0.3649928571,1.311185791
109,reallink,REAL,RealLink,251717730,154,0.07413,5262909,38.56970878,0,0.1366906475,0.7538461538,0.05797101449,0.6474820144,0.4316546763,0.884057971,,0.02090797895,0.404,-0.031,251717730,0.07482663598,0.4639997001
110,dogecoin,DOGE,Dogecoin,14096032142,11,0.090488,791504414,38.46619828,0,0.4028776978,0.4153846154,0.5144927536,0.05035971223,0.4964028777,0.6956521739,,0.05615086615,-0.09,0.274,1.409603214e+10,0.1236887933,0.5926766072
111,terra-luna,LUNC,Terra Luna Classic,305163823,138,5.535e-05,15330594,37.7093469,0,0.3525179856,0.7923076923,0.1992753623,0.5899280576,0,0.7101449275,,0.05023725896,0.494,0.11,305163823,4.64423561e-07,0.5881047928
