rank,coin_id,symbol,name,market_cap,market_cap_rank,current_price,total_volume,composite_score,pct_dilution,pct_liquidity,pct_momentum_200d,pct_momentum_30d,pct_size_tilt,pct_trend_health,pct_volatility,raw_dilution,raw_liquidity,raw_momentum_200d,raw_momentum_30d,raw_size_tilt,raw_trend_health,raw_volatility
11,hyperliquid,HYPE,Hyperliquid,18281837302,11,82.21,1266055573,56.53846154,0,0.6153846154,0.9230769231,0.8461538462,0.1794871795,0.9743589744,0.3333333333,0.2224457141,0.06925209715,1.799,0.503,1.82818373e+10,0.9175223214,0.757332457
12,bittensor,TAO,Bittensor,2385265002,42,248.39,220143826,55.16357206,0.275862069,0.7179487179,0.7179487179,0.5384615385,0.5641025641,0.6153846154,0.4615384615,0.457023381,0.0922932361,0.367,0.25,2385265002,0.3278643083,0.6779258625
13,bitcoin,BTC,Bitcoin,1554984103796,1,77419,3.216774376e+10,54.72590628,0.8620689655,0.2051282051,0.4871794872,0.4615384615,0,0.8717948718,0.8974358974,0.9562964286,0.02068686341,0.144,0.213,1.554984104e+12,0.6140466371,0.3886816164
14,whitebit,WBT,WhiteBIT Coin,9427749425,16,79.98,98899435,52.95755968,0.06896551724,0,0.8205128205,0.7948717949,0.2564102564,1,0.7435897436,0.29470504,0.01049024858,0.661,0.451,9427749425,0.9692195831,0.550075849
15,htx-dao,HTX,HTX DAO,1511786637,55,1.68e-06,45678200,52.92219275,0.7931034483,0.3333333333,0.3846153846,0,0.8205128205,0.7435897436,0.9743589744,0.8982417111,0.03021471343,-0.017,-0.078,1511786637,0.448,0.2291075406
16,pepe,PEPE,Pepe,1426740174,59,3.39e-06,237735433,52.56410256,1,0.8717948718,0.2051282051,0.3846153846,0.8974358974,0.2820512821,0.1282051282,1,0.1666284004,-0.171,0.197,1426740174,0.120941848,0.9129490391
17,litecoin,LTC,Litecoin,4057302320,25,52.31,280240522,51.90097259,0.8275862069,0.5897435897,0.358974359,0.2820512821,0.3846153846,0.3076923077,0.8461538462,0.9237068969,0.06907065333,-0.038,0.15,4057302320,0.1275045093,0.4545552417
18,polkadot,DOT,Polkadot,1868136999,49,1.098,188900752,50.72944297,0.6896551724,0.7435897436,0.1794871795,0.6923076923,0.6666666667,0.02564102564,0.3846153846,0.810522588,0.1011171836,-0.174,0.369,1868136999,0.01997089851,0.7134592702
19,aster-2,ASTER,Aster,1914295661,46,0.707838,137217288,49.63306808,0.1379310345,0.6666666667,0.4358974359,0.3333333333,0.6153846154,0.5897435897,0.8205128205,0.3380088833,0.07168030038,0.01,0.185,1914295661,0.2937087137,0.4604396027
20,solana,SOL,Solana,58962031897,7,100.52,3182393689,48.33333333,0,0.4615384615,0.6153846154,0.641025641,0.1025641026,0.641025641,0.7948717949,,0.05397360957,0.187,0.331,5.89620319e+10,0.3427090791,0.5183860989
21,monero,XMR,Monero,9486019927,15,504.79,140312885,47.94871795,0,0.1282051282,0.7948717949,0.5641025641,0.2307692308,0.8974358974,0.7692307692,,0.01479154441,0.605,0.277,9486019927,0.6327830218,0.5215477779
22,ethereum-classic,ETC,Ethereum Classic,1239111794,68,7.83,58326362,46.87444739,0.6206896552,0.4358974359,0.2820512821,0.5128205128,0.9230769231,0.07692307692,0.4358974359,0.7505023557,0.04707110551,-0.098,0.233,1239111794,0.04686097313,0.6797287253
23,ethereum,ETH,Ethereum,298372478104,2,2444.27,1.243056156e+10,46.28205128,0,0.4102564103,0.6666666667,0.5897435897,0.02564102564,0.7692307692,0.6923076923,,0.04166122035,0.239,0.307,2.983724781e+11,0.4941862699,0.5692665181
24,binancecoin,BNB,BNB,95265119099,4,715.35,1146176909,44.933687,0.4827586207,0.05128205128,0.5384615385,0.3076923077,0.05128205128,0.7948717949,0.9487179487,0.6658061685,0.01203144362,0.152,0.18,9.52651191e+10,0.522157096,0.3443236783
25,mantle,MNT,Mantle,1952445848,45,0.591248,26170376,44.91600354,0.3448275862,0.1025641026,0.3076923077,0.6153846154,0.5897435897,0.5384615385,0.6666666667,0.5309738178,0.01340389339,-0.065,0.312,1952445848,0.2067300699,0.5716923606
26,morpho,MORPHO,Morpho,1552567743,53,2.25,20120447,44.68611848,0.5517241379,0.07692307692,0.7435897436,0.2564102564,0.7692307692,0.8205128205,0.2051282051,0.6888860868,0.01295946479,0.368,0.147,1552567743,0.5395683453,0.8618892477
27,ripple,XRP,XRP,86064858967,5,1.37,2301420705,44.67285588,0.4482758621,0.2564102564,0.3333333333,0.7179487179,0.07692307692,0.6666666667,0.4871794872,0.6274450485,0.02674053885,-0.04,0.37,8.606485897e+10,0.3753424658,0.6667867756
28,worldcoin-wld,WLD,Worldcoin,1505044620,56,0.409075,210382348,42.84261715,0.1724137931,0.8205128205,0.4615384615,0.4871794872,0.8461538462,0.05128205128,0.1538461538,0.3680240836,0.1397847912,0.1,0.219,1505044620,0.03484454855,0.9105417162
29,avalanche-2,AVAX,Avalanche,3316653583,29,7.68,236823468,42.09991158,0.3793103448,0.641025641,0.2307692308,0.358974359,0.4358974359,0.1025641026,0.7179487179,0.5996832794,0.07140434238,-0.146,0.191,3316653583,0.05298013245,0.5524545763
30,ondo-finance,ONDO,Ondo,1715289963,51,0.3522,109123567,40.16799293,0.3103448276,0.5384615385,0.6923076923,0.07692307692,0.7179487179,0.4102564103,0.2820512821,0.4869330647,0.06361814583,0.325,0.041,1715289963,0.1645794393,0.8121726485
31,internet-computer,ICP,Internet Computer,1527589507,54,2.75,54023128,40,0,0.358974359,0.641025641,0.4102564103,0.7948717949,0,0.5897435897,,0.03536495096,0.189,0.199,1527589507,0.003924926854,0.5870457409
32,hedera-hashgraph,HBAR,Hedera,3307218046,31,0.075426,60358497,39.84084881,0.7586206897,0.1538461538,0.1025641026,0.1794871795,0.4615384615,0.3333333333,0.8717948718,0.876631194,0.01825053449,-0.231,0.134,3307218046,0.132505547,0.4402516623
33,sui,SUI,Sui,3113719102,33,0.760116,498901096,36.82139699,0.2068965517,0.8461538462,0.1538461538,0.1025641026,0.5128205128,0.3846153846,0.5128205128,0.4096537147,0.1602267512,-0.221,0.104,3113719102,0.142077757,0.6436173637
34,tron,TRX,TRON,32246040306,8,0.339677,368324023,35.25641026,0,0.02564102564,0.5897435897,0.02564102564,0.1282051282,0.9230769231,1,,0.01142230238,0.179,0.013,3.224604031e+10,0.7875874126,0.1750745578
35,dogecoin,DOGE,Dogecoin,13238052247,12,0.084933,906868624,33.84615385,0,0.5641025641,0.2564102564,0.4358974359,0.2051282051,0.2307692308,0.5641025641,,0.06850468687,-0.132,0.209,1.323805225e+10,0.116095618,0.5886722649
36,bitcoin-cash,BCH,Bitcoin Cash,4899334900,21,243.89,196679401,33.57648099,0.8965517241,0.3846153846,0,0.2307692308,0.358974359,0.1538461538,0.3076923077,0.9565334772,0.04014410221,-0.57,0.144,4899334900,0.06442197463,0.776567589
37,cardano,ADA,Cardano,7944508706,19,0.211813,432552256,33.42617153,0.724137931,0.4871794872,0.07692307692,0.1538461538,0.3076923077,0.1794871795,0.4102564103,0.8335662765,0.05444669671,-0.291,0.131,7944508706,0.06854789644,0.7116400761
38,stellar,XLM,Stellar,6220536662,20,0.17868,169304534,32.94871795,0,0.3076923077,0.5128205128,0.1282051282,0.3333333333,0.5128205128,0.641025641,,0.02721703017,0.151,0.118,6220536662,0.204074407,0.5718760333
39,world-liberty-financial,WLFI,World Liberty Financial,1783382698,50,0.056121,36428336,30.78249337,0.1034482759,0.1794871795,0.02564102564,0.05128205128,0.6923076923,0.4358974359,0.9230769231,0.3177719377,0.02042653887,-0.522,0.022,1783382698,0.1693779125,0.3598063534
40,shiba-inu,SHIB,Shiba Inu,3018203792,34,5.12e-06,79207813,20,0,0.2307692308,0.1282051282,0.2051282051,0.5384615385,0.1282051282,0.2564102564,,0.02624336144,-0.222,0.141,3018203792,0.05942432683,0.8251777959
